query_id,query,run_variant,ok,http_status,total_results,inspiration_count,matched_template_count,gallery_prompt_count,zero_result,low_result,rewrite_triggered,relevance_label,relevance_score,primary_failure_reason,semantic_drift,original_intent_preserved,judgeable_count,relevant_count,partial_count,irrelevant_count,top5_titles
V109,巧克力礼盒,production_baseline_2026-07-21,true,200,53,35,18,0,false,false,true,PARTIAL,35,,MINOR,PARTIALLY,5,1,1,3,"[""chocolate"",""Double Chocolate Cookies"",""brunch"",""coffee pasta"",""korean""]"
V110,chocolate box,production_baseline_2026-07-21,true,200,188,80,108,0,false,false,true,PARTIAL,35,,MINOR,PARTIALLY,5,1,1,3,"[""chocolate"",""Double Chocolate Cookies"",""brunch"",""coffee pasta"",""korean""]"
V111,护肤品包装,production_baseline_2026-07-21,true,200,100,80,20,0,false,false,true,PARTIAL,17,,MINOR,PARTIALLY,5,1,1,3,"[""eyemask"",""hairdryer"",""beauty products"",""skincare routine"",""baby care brand""]"
V112,skincare package,production_baseline_2026-07-21,true,200,118,80,38,0,false,false,true,FAIL,0,HIGH_IRRELEVANT_RATE,SEVERE,NO,5,0,1,4,"[""skincare routine"",""blessing dragon"",""bronze rabbit qingqing"",""deer travel journal"",""ink fox scholar""]"
V113,化妆品包装,production_baseline_2026-07-21,true,200,103,80,23,0,false,false,true,PARTIAL,20,,MINOR,PARTIALLY,5,0,3,2,"[""hairdryer"",""beauty products"",""skincare routine"",""baby care brand"",""matcha powder""]"
V114,cosmetic package,production_baseline_2026-07-21,true,200,183,80,103,0,false,false,true,PARTIAL,10,,MINOR,PARTIALLY,5,0,2,3,"[""beauty products"",""skincare routine"",""baby care brand"",""hairdryer"",""matcha powder""]"
V115,酒标,production_baseline_2026-07-21,true,200,191,80,111,0,false,false,true,PARTIAL,42,,MINOR,PARTIALLY,5,0,5,0,"[""White Wine"",""Red Wine"",""Champagne"",""Whiskey"",""gin""]"
V116,wine label,production_baseline_2026-07-21,true,200,187,80,107,0,false,false,true,PARTIAL,30,,MINOR,PARTIALLY,5,0,3,2,"[""White Wine"",""Red Wine"",""Champagne"",""Whiskey"",""gin""]"
V117,零食包装,production_baseline_2026-07-21,true,200,187,80,107,0,false,false,true,PARTIAL,37,,MINOR,PARTIALLY,5,2,0,3,"[""summer snack festival"",""choco chip cookies"",""Double Chocolate Cookies"",""xian roujiamo"",""paella""]"
V118,snack package,production_baseline_2026-07-21,true,200,181,80,101,0,false,false,true,PARTIAL,32,,MINOR,PARTIALLY,5,1,1,3,"[""summer snack festival"",""choco chip cookies"",""apple"",""en-ko"",""blessing dragon""]"
V119,礼品盒,production_baseline_2026-07-21,true,200,40,32,8,0,false,false,true,FAIL,0,HIGH_IRRELEVANT_RATE,SEVERE,NO,5,0,0,5,"[""busan boogi duck"",""brunch"",""coffee pasta"",""korean"",""thai""]"
V120,gift box,production_baseline_2026-07-21,true,200,48,40,8,0,false,false,false,FAIL,0,HIGH_IRRELEVANT_RATE,SEVERE,NO,5,0,0,5,"[""blessing dragon"",""bronze rabbit qingqing"",""deer travel journal"",""ink fox scholar"",""moyu zhong""]"
V121,购物袋,production_baseline_2026-07-21,true,200,5,2,3,0,false,false,true,PARTIAL,19,,MINOR,PARTIALLY,2,0,1,1,"[""bag"",""curi ai robot full merch collection""]"
V122,shopping bag,production_baseline_2026-07-21,true,200,13,10,3,0,false,false,false,FAIL,0,HIGH_IRRELEVANT_RATE,SEVERE,NO,5,0,0,5,"[""BREW & CO Coffee Shop brand identity moodboard"",""Golden Crust Bakery brand identity moodboard"",""GreenBasket Grocery brand identity moodboard"",""Page Turner Bookstore brand identity moodboard"",""PAW PARADISE Pet Shop brand identity moodboard""]"
V123,产品标签,production_baseline_2026-07-21,true,200,88,78,10,0,false,false,false,PARTIAL,42,,MINOR,PARTIALLY,5,0,5,0,"[""apple"",""bicycle"",""hamburger"",""lily flower"",""monarch butterfly""]"
V124,product label,production_baseline_2026-07-21,true,200,46,41,5,0,false,false,false,PARTIAL,42,,MINOR,PARTIALLY,5,0,5,0,"[""apple"",""bicycle"",""hamburger"",""lily flower"",""monarch butterfly""]"
V125,烘焙包装,production_baseline_2026-07-21,true,200,184,80,104,0,false,false,true,FAIL,7,HIGH_IRRELEVANT_RATE,MINOR,PARTIALLY,5,0,1,4,"[""Double Chocolate Cookies"",""French Croissant"",""en-zh"",""sweet techniques"",""aroma diffuser""]"
V126,bakery package,production_baseline_2026-07-21,true,200,8,4,4,0,false,false,true,PARTIAL,17,,MINOR,PARTIALLY,4,0,2,2,"[""mika cat bakery"",""Golden Crust Bakery brand identity moodboard"",""temp bakery cartoon food"",""en-zh""]"
V127,咖啡馆菜单,production_baseline_2026-07-21,true,200,6,1,5,0,false,false,true,FAIL,0,HIGH_IRRELEVANT_RATE,SEVERE,NO,1,0,0,1,"[""Ordering at a Café""]"
V128,cafe menu,production_baseline_2026-07-21,true,200,301,80,221,0,false,false,true,PARTIAL,25,,MINOR,PARTIALLY,5,0,3,2,"[""Ordering at a Café"",""Ordering Coffee"",""coffee lovers"",""espresso coffee beans"",""cafe 1""]"
V129,店招,production_baseline_2026-07-21,true,200,178,80,98,0,false,false,true,FAIL,0,HIGH_IRRELEVANT_RATE,SEVERE,NO,5,0,0,5,"[""tie"",""bag"",""shirt"",""socks"",""headphones 2""]"
V130,shop sign,production_baseline_2026-07-21,true,200,9,8,1,0,false,false,false,PARTIAL,42,,MINOR,PARTIALLY,5,0,5,0,"[""BREW & CO Coffee Shop brand identity moodboard"",""Golden Crust Bakery brand identity moodboard"",""GreenBasket Grocery brand identity moodboard"",""Page Turner Bookstore brand identity moodboard"",""PAW PARADISE Pet Shop brand identity moodboard""]"
V131,门店招牌,production_baseline_2026-07-21,true,200,188,80,108,0,false,false,true,FAIL,0,SEVERE_DRIFT_INTENT_LOST,SEVERE,NO,5,0,2,3,"[""en-es"",""how to sign great"",""pet shop happy paws"",""GreenBasket Grocery brand identity moodboard"",""Meta lays off 8,000 workers and pivots with $115M America's Workforce Academy — crowd of office workers walking out of glass-and-stone Meta headquarters carrying cardboard 'PERSONAL ITEMS' boxes, prominent 'meta' wordmark + infinity-loop logo on the building, Meta blue #1877F2 as the single accent color on the logo signage only""]"
V132,storefront sign,production_baseline_2026-07-21,true,200,197,80,117,0,false,false,true,FAIL,0,HIGH_IRRELEVANT_RATE,SEVERE,NO,5,0,0,5,"[""baby care brand"",""spring beauty festival"",""summer beach sale"",""summer snack festival"",""how to sign great""]"
V133,产品吊牌,production_baseline_2026-07-21,true,200,14,12,2,0,false,false,false,FAIL,0,HIGH_IRRELEVANT_RATE,SEVERE,NO,5,0,0,5,"[""camping fruit event"",""christmas party event"",""mika cat bakery"",""riseup coffee"",""temp bakery cartoon food""]"
V134,product tag,production_baseline_2026-07-21,true,200,129,80,49,0,false,false,true,FAIL,0,HIGH_IRRELEVANT_RATE,SEVERE,NO,5,0,0,5,"[""arabica coffee beans"",""artisan aged cheese"",""extra virgin olive oil"",""raw natural honey"",""sourdough bread""]"
V135,价格标签,production_baseline_2026-07-21,true,200,0,0,0,0,true,false,false,FAIL,0,ZERO_RESULT,NONE,NO,0,,,,[]
V136,price tag,production_baseline_2026-07-21,true,200,0,0,0,0,true,false,false,FAIL,0,ZERO_RESULT,NONE,NO,0,,,,[]
V137,服装吊牌,production_baseline_2026-07-21,true,200,184,80,104,0,false,false,true,PARTIAL,42,,MINOR,PARTIALLY,5,0,5,0,"[""qing dynasty buzi"",""jeans"",""sui dynasty"",""spring clothing health"",""arabic kandura abaya""]"
V138,clothing tag,production_baseline_2026-07-21,true,200,52,38,14,0,false,false,true,FAIL,0,SEVERE_DRIFT_INTENT_LOST,SEVERE,NO,5,0,2,3,"[""moyu zhong"",""Mexico National Team"",""blessing dragon"",""qing dynasty buzi"",""jeans""]"
V139,首饰盒,production_baseline_2026-07-21,true,200,68,50,18,0,false,false,true,FAIL,0,HIGH_IRRELEVANT_RATE,SEVERE,NO,5,0,1,4,"[""diamond jewelry"",""emerald jewelry"",""lifting box"",""earrings for face shape"",""brunch""]"
V140,jewelry box,production_baseline_2026-07-21,true,200,62,47,15,0,false,false,true,FAIL,0,HIGH_IRRELEVANT_RATE,SEVERE,NO,5,0,0,5,"[""emerald jewelry"",""angel fountain cherub aquamarine pendant"",""lotus pond mother of pearl aqua gem pendant"",""diamond jewelry"",""earrings for face shape""]"
V141,蜡烛标签,production_baseline_2026-07-21,true,200,10,9,1,0,false,false,false,FAIL,0,HIGH_IRRELEVANT_RATE,SEVERE,NO,5,1,0,4,"[""aroma diffuser"",""bluetooth speaker"",""coffee maker"",""desk lamp"",""label printer""]"
V142,candle label,production_baseline_2026-07-21,true,200,29,9,20,0,false,false,true,FAIL,0,HIGH_IRRELEVANT_RATE,SEVERE,NO,5,0,1,4,"[""Bedroom"",""label printer"",""arabica coffee beans"",""artisan aged cheese"",""extra virgin olive oil""]"
V143,香皂包装,production_baseline_2026-07-21,true,200,98,80,18,0,false,false,true,FAIL,0,HIGH_IRRELEVANT_RATE,SEVERE,NO,5,0,0,5,"[""beast soap dish"",""eyemask"",""musical instrument"",""pendant"",""ring""]"
V144,soap package,production_baseline_2026-07-21,true,200,2,1,1,0,false,true,true,FAIL,0,HIGH_IRRELEVANT_RATE,NONE,NO,1,0,0,1,"[""beast soap dish""]"
V145,茶叶罐,production_baseline_2026-07-21,true,200,20,10,10,0,false,false,true,PARTIAL,22,,MINOR,PARTIALLY,5,0,3,2,"[""honeysuckle"",""tea culture traditions"",""tea basics"",""cozy winter tea"",""spill the tea slay cap bussin simp hits different""]"
V146,tea box,production_baseline_2026-07-21,true,200,6,3,3,0,false,false,true,PARTIAL,22,,MINOR,PARTIALLY,3,0,2,1,"[""panda tea master"",""matcha powder"",""bubble tea shop""]"
V147,咖啡杯,production_baseline_2026-07-21,true,200,117,80,37,0,false,false,true,PARTIAL,32,,MINOR,PARTIALLY,5,1,1,3,"[""coffee drinks"",""coffee"",""coffee machine"",""coffee history"",""coffee brewing""]"
V148,coffee cup,production_baseline_2026-07-21,true,200,352,80,272,0,false,false,true,PARTIAL,12,,MINOR,PARTIALLY,5,0,2,3,"[""coffee drinks"",""coffee machine"",""coffee history"",""coffee brewing"",""coffee maker""]"
V149,咖啡杯套,production_baseline_2026-07-21,true,200,4,1,3,0,false,true,true,FAIL,0,HIGH_IRRELEVANT_RATE,SEVERE,NO,1,0,0,1,"[""eyemask""]"
V150,coffee cup sleeve,production_baseline_2026-07-21,true,200,116,80,36,0,false,false,true,FAIL,0,HIGH_IRRELEVANT_RATE,SEVERE,NO,5,0,0,5,"[""coffee drinks"",""coffee"",""coffee machine"",""coffee history"",""coffee brewing""]"
V151,外卖餐盒,production_baseline_2026-07-21,true,200,115,80,35,0,false,false,true,FAIL,0,HIGH_IRRELEVANT_RATE,SEVERE,NO,5,0,0,5,"[""Club Sandwich"",""xian roujiamo"",""paella"",""chongqing"",""hongkong""]"
V152,takeout box,production_baseline_2026-07-21,true,200,97,80,17,0,false,false,true,FAIL,0,HIGH_IRRELEVANT_RATE,SEVERE,NO,5,0,0,5,"[""brunch"",""coffee pasta"",""korean"",""thai"",""western1""]"
V153,饮料瓶,production_baseline_2026-07-21,true,200,5,3,2,0,false,false,true,FAIL,19,HIGH_IRRELEVANT_RATE,MINOR,PARTIALLY,3,1,0,2,"[""spanish"",""australian"",""smart hydration water bottle""]"
V154,drink bottle,production_baseline_2026-07-21,true,200,2,1,1,0,false,true,true,PASS,100,,NONE,YES,1,1,0,0,"[""smart hydration water bottle""]"
V155,水瓶标签,production_baseline_2026-07-21,true,200,29,9,20,0,false,false,true,PARTIAL,12,,MINOR,PARTIALLY,5,0,2,3,"[""smart hydration water bottle"",""label printer"",""lemon"",""orange"",""arabica coffee beans""]"
V156,water bottle label,production_baseline_2026-07-21,true,200,29,9,20,0,false,false,true,PARTIAL,12,,MINOR,PARTIALLY,5,0,2,3,"[""smart hydration water bottle"",""label printer"",""lemon"",""orange"",""arabica coffee beans""]"
V157,信封,production_baseline_2026-07-21,true,200,11,9,2,0,false,false,true,PASS,95,,NONE,YES,5,4,1,0,"[""Koi Fish Red Envelopes"",""Cat-themed Red Envelopes"",""Dragon Year Red Envelopes"",""Floral Blessing Red Envelopes"",""cute cat fish""]"
V158,envelope,production_baseline_2026-07-21,true,200,9,8,1,0,false,false,false,PARTIAL,67,,MINOR,PARTIALLY,5,3,0,2,"[""Cat-themed Red Envelopes"",""Dragon Year Red Envelopes"",""Floral Blessing Red Envelopes"",""cute cat fish"",""dragon prosperity""]"
V159,手提袋,production_baseline_2026-07-21,true,200,185,80,105,0,false,false,true,FAIL,22,HIGH_IRRELEVANT_RATE,MINOR,PARTIALLY,5,1,0,4,"[""bag"",""brunch"",""coffee pasta"",""korean"",""thai""]"
V160,paper bag,production_baseline_2026-07-21,true,200,189,80,109,0,false,false,true,FAIL,0,HIGH_IRRELEVANT_RATE,SEVERE,NO,5,0,0,5,"[""bag"",""brunch"",""coffee pasta"",""korean"",""thai""]"
V161,蛋糕盒,production_baseline_2026-07-21,true,200,98,80,18,0,false,false,true,FAIL,0,HIGH_IRRELEVANT_RATE,SEVERE,NO,5,0,1,4,"[""chocolate lava cake"",""brunch"",""coffee pasta"",""korean"",""thai""]"
V162,cake box,production_baseline_2026-07-21,true,200,52,34,18,0,false,false,true,FAIL,0,HIGH_IRRELEVANT_RATE,SEVERE,NO,5,0,0,5,"[""brunch"",""coffee pasta"",""korean"",""thai"",""western1""]"
V163,月饼礼盒,production_baseline_2026-07-21,true,200,85,50,35,0,false,false,true,FAIL,0,HIGH_IRRELEVANT_RATE,SEVERE,NO,5,0,0,5,"[""brunch"",""coffee pasta"",""korean"",""thai"",""western1""]"
V164,mooncake gift box,production_baseline_2026-07-21,true,200,120,80,40,0,false,false,true,FAIL,0,HIGH_IRRELEVANT_RATE,SEVERE,NO,5,0,0,5,"[""brunch"",""coffee pasta"",""korean"",""thai"",""western1""]"
V165,横幅,production_baseline_2026-07-21,true,200,100,80,20,0,false,false,false,FAIL,0,HIGH_IRRELEVANT_RATE,SEVERE,NO,5,0,0,5,"[""healthy habits"",""mindfulness practices"",""morning routine"",""productivity tips"",""self care""]"
V166,banner,production_baseline_2026-07-21,true,200,102,80,22,0,false,false,false,UNJUDGABLE,,NO_JUDGEABLE_RESULTS,SEVERE,NO,0,0,0,0,"[""healthy habits"",""mindfulness practices"",""morning routine"",""productivity tips"",""self care""]"
V167,传单,production_baseline_2026-07-21,true,200,0,0,0,0,true,false,false,FAIL,0,ZERO_RESULT,NONE,NO,0,,,,[]
V168,flyer,production_baseline_2026-07-21,true,200,0,0,0,0,true,false,false,FAIL,0,ZERO_RESULT,NONE,NO,0,,,,[]
V169,画册,production_baseline_2026-07-21,true,200,8,6,2,0,false,false,false,FAIL,0,HIGH_IRRELEVANT_RATE,SEVERE,NO,5,0,1,4,"[""men 1"",""women 1"",""women 2"",""women 3"",""Japan fan look — Adidas cap + Samurai Blue crop top + black shorts""]"
V170,catalog,production_baseline_2026-07-21,true,200,3,2,1,0,false,true,false,FAIL,0,HIGH_IRRELEVANT_RATE,SEVERE,NO,2,0,0,2,"[""van gogh mfa boston"",""van gogh mystery box""]"
V171,促销横幅,production_baseline_2026-07-21,true,200,8,7,1,0,false,false,false,PARTIAL,42,,MINOR,PARTIALLY,5,0,5,0,"[""baby care brand"",""spring beauty festival"",""summer beach sale"",""summer snack festival"",""tech gadget sale""]"
V172,sale banner,production_baseline_2026-07-21,true,200,112,80,32,0,false,false,true,PARTIAL,27,,MINOR,PARTIALLY,5,1,1,3,"[""summer beach sale"",""marvel blackwidow.jp"",""winter soldier"",""ikaris"",""baby care brand""]"
V173,产品图,production_baseline_2026-07-21,true,200,134,80,54,0,false,false,true,PARTIAL,12,,MINOR,PARTIALLY,5,1,1,3,"[""van gogh mfa boston"",""van gogh mystery box"",""labrador"",""watch"",""solid state battery""]"
V174,product photo,production_baseline_2026-07-21,true,200,39,33,6,0,false,false,false,FAIL,0,HIGH_IRRELEVANT_RATE,SEVERE,NO,5,0,0,5,"[""bell peppers"",""carrots"",""lettuce"",""pineapple"",""strawberries""]"
V175,促销活动,production_baseline_2026-07-21,true,200,8,7,1,0,false,false,false,PARTIAL,42,,MINOR,PARTIALLY,5,0,5,0,"[""baby care brand"",""spring beauty festival"",""summer beach sale"",""summer snack festival"",""tech gadget sale""]"
V176,promotion,production_baseline_2026-07-21,true,200,37,34,3,0,false,false,false,FAIL,0,HIGH_IRRELEVANT_RATE,SEVERE,NO,5,0,0,5,"[""Journey to the West 1"",""Journey to the West 2"",""Journey to the West 3"",""Journey to the West 4"",""Journey to the West 5""]"
V177,广告,production_baseline_2026-07-21,true,200,14,12,2,0,false,false,false,UNJUDGABLE,,NO_JUDGEABLE_RESULTS,SEVERE,NO,0,0,0,0,"[""aroma diffuser"",""bluetooth speaker"",""coffee maker"",""desk lamp"",""label printer""]"
V178,advertisement,production_baseline_2026-07-21,true,200,0,0,0,0,true,false,false,FAIL,0,ZERO_RESULT,NONE,NO,0,,,,[]
V179,社交媒体帖子,production_baseline_2026-07-21,true,200,125,80,45,0,false,false,false,FAIL,0,HIGH_IRRELEVANT_RATE,SEVERE,NO,5,0,0,5,"[""beijing"",""nanjing"",""wuhan"",""foster city"",""Basketball en Kobe Bryant Stephen Curry Kevin Durant Tim Duncan""]"
V180,social media post,production_baseline_2026-07-21,true,200,151,80,71,0,false,false,true,FAIL,0,HIGH_IRRELEVANT_RATE,SEVERE,NO,5,0,0,5,"[""content creation"",""chinese social changes"",""Journey to the West 1"",""Journey to the West 2"",""Journey to the West 3""]"
V181,产品展示,production_baseline_2026-07-21,true,200,94,80,14,0,false,false,false,FAIL,0,HIGH_IRRELEVANT_RATE,SEVERE,NO,5,0,0,5,"[""british industrial revolution"",""western art development"",""chinese social changes"",""currency forms"",""transportation""]"
V182,product display,production_baseline_2026-07-21,true,200,57,50,7,0,false,false,false,PARTIAL,42,,MINOR,PARTIALLY,5,0,5,0,"[""eyemask"",""musical instrument"",""pendant"",""ring"",""scarf""]"
V183,餐厅传单,production_baseline_2026-07-21,true,200,47,28,19,0,false,false,true,PASS,70,,MINOR,PARTIALLY,5,3,2,0,"[""family restaurant"",""shinchan hot pot"",""peking duck"",""restaurant"",""restaurant""]"
V184,restaurant flyer,production_baseline_2026-07-21,true,200,47,28,19,0,false,false,true,PARTIAL,22,,MINOR,PARTIALLY,5,1,2,2,"[""Ordering Food at a Restaurant"",""marinara sauce"",""bubble tea shop"",""restaurant"",""Ordering Food""]"
V185,电影海报,production_baseline_2026-07-21,true,200,90,80,10,0,false,false,false,FAIL,0,HIGH_IRRELEVANT_RATE,SEVERE,NO,5,1,0,4,"[""buddha jumps over the wall"",""four joy meatballs"",""kung pao chicken"",""sweet and sour ribs"",""forrest gump""]"
V186,movie poster,production_baseline_2026-07-21,true,200,85,80,5,0,false,false,false,PASS,100,,NONE,YES,5,5,0,0,"[""forrest gump"",""la land"",""the shawshank redemption"",""titanic"",""inception""]"
V187,产品横幅,production_baseline_2026-07-21,true,200,61,55,6,0,false,false,false,FAIL,0,HIGH_IRRELEVANT_RATE,SEVERE,NO,5,0,0,5,"[""3day hiking adventure"",""3day weekend getaway"",""5day beach vacation"",""5day business trip"",""7day coastal vacation""]"
V188,product banner,production_baseline_2026-07-21,true,200,43,36,7,0,false,false,false,FAIL,0,HIGH_IRRELEVANT_RATE,SEVERE,NO,5,0,0,5,"[""3day hiking adventure"",""3day weekend getaway"",""5day beach vacation"",""5day business trip"",""7day coastal vacation""]"
V189,促销海报,production_baseline_2026-07-21,true,200,10,8,2,0,false,false,false,PARTIAL,42,,MINOR,PARTIALLY,5,0,5,0,"[""baby care brand"",""spring beauty festival"",""summer beach sale"",""summer snack festival"",""tech gadget sale""]"
V190,sale poster,production_baseline_2026-07-21,true,200,8,7,1,0,false,false,false,PARTIAL,22,,MINOR,PARTIALLY,5,2,0,3,"[""baby care brand"",""spring beauty festival"",""summer beach sale"",""summer snack festival"",""tech gadget sale""]"
V191,折扣传单,production_baseline_2026-07-21,true,200,0,0,0,0,true,false,false,FAIL,0,ZERO_RESULT,NONE,NO,0,,,,[]
V192,discount flyer,production_baseline_2026-07-21,true,200,3,1,2,0,false,true,true,FAIL,0,HIGH_IRRELEVANT_RATE,SEVERE,NO,1,0,0,1,"[""fifa world cup 2026 opening ceremony""]"
V193,电商横幅,production_baseline_2026-07-21,true,200,20,16,4,0,false,false,false,FAIL,0,HIGH_IRRELEVANT_RATE,SEVERE,NO,5,0,0,5,"[""Cat-themed Red Envelopes"",""Dragon Year Red Envelopes"",""Floral Blessing Red Envelopes"",""cute cat fish"",""dragon prosperity""]"
V194,ecommerce banner,production_baseline_2026-07-21,true,200,12,10,2,0,false,false,false,FAIL,0,HIGH_IRRELEVANT_RATE,SEVERE,NO,5,0,1,4,"[""amoled gps smartwatch"",""anc wireless earbuds"",""ems neck massager"",""portable espresso coffee maker"",""portable mini cooling fan""]"
V195,产品画册,production_baseline_2026-07-21,true,200,133,80,53,0,false,false,true,FAIL,0,SEVERE_DRIFT_INTENT_LOST,SEVERE,NO,5,2,0,3,"[""santa claus christmas"",""labrador"",""new year 2"",""eyemask"",""musical instrument""]"
V196,product catalog,production_baseline_2026-07-21,true,200,136,80,56,0,false,false,true,FAIL,0,SEVERE_DRIFT_INTENT_LOST,SEVERE,NO,5,0,2,3,"[""van gogh mfa boston"",""van gogh mystery box"",""casual denim"",""diamond jewelry"",""wedding dress""]"
V197,活动传单,production_baseline_2026-07-21,true,200,105,80,25,0,false,false,true,FAIL,0,HIGH_IRRELEVANT_RATE,SEVERE,NO,5,0,0,5,"[""fifa world cup 2026 opening ceremony"",""colosseum"",""eiffel tower"",""great wall"",""petra""]"
V198,event flyer,production_baseline_2026-07-21,true,200,7,5,2,0,false,false,false,FAIL,0,HIGH_IRRELEVANT_RATE,SEVERE,NO,5,0,0,5,"[""fifa world cup 2026 opening ceremony"",""swing rock triple step"",""tango walk"",""universal basic dance step"",""waltz box step""]"
V199,开业横幅,production_baseline_2026-07-21,true,200,112,80,32,0,false,false,true,FAIL,0,SEVERE_DRIFT_INTENT_LOST,SEVERE,NO,5,0,2,3,"[""Canada 2026 World Cup squad — Jonathan David, Alphonso Davies, Tajon Buchanan, Stephen Eustáquio, Cyle Larin, Maxime Crépeau"",""Canada 2026 World Cup home squad — Alphonso Davies, Jonathan David, Stephen Eustáquio, Tajon Buchanan, Cyle Larin, Maxime Crépeau"",""Canada 1986 World Cup debut squad — Bruce Wilson, Carl Valentine, Branko Šegota, Igor Vrablic, Tino Lettieri, Paul James"",""baby care brand"",""spring beauty festival""]"
V200,grand opening banner,production_baseline_2026-07-21,true,200,112,80,32,0,false,false,true,FAIL,0,SEVERE_DRIFT_INTENT_LOST,SEVERE,NO,5,0,2,3,"[""Canada 2026 World Cup squad — Jonathan David, Alphonso Davies, Tajon Buchanan, Stephen Eustáquio, Cyle Larin, Maxime Crépeau"",""Canada 2026 World Cup home squad — Alphonso Davies, Jonathan David, Stephen Eustáquio, Tajon Buchanan, Cyle Larin, Maxime Crépeau"",""Canada 1986 World Cup debut squad — Bruce Wilson, Carl Valentine, Branko Šegota, Igor Vrablic, Tino Lettieri, Paul James"",""baby care brand"",""spring beauty festival""]"
V201,节日促销横幅,production_baseline_2026-07-21,true,200,114,80,34,0,false,false,true,PARTIAL,30,,MINOR,PARTIALLY,5,0,3,2,"[""summer beach sale"",""spring beauty festival"",""summer snack festival"",""group a portugal jamaica uzbekistan colombia"",""group b canada bosnia qatar switzerland""]"
V202,holiday sale banner,production_baseline_2026-07-21,true,200,112,80,32,0,false,false,true,PARTIAL,19,,MINOR,PARTIALLY,5,0,3,2,"[""summer beach sale"",""gameofthrones jon"",""stranger things squad"",""spring beauty festival"",""summer snack festival""]"
V203,新品横幅,production_baseline_2026-07-21,true,200,114,80,34,0,false,false,true,FAIL,0,HIGH_IRRELEVANT_RATE,SEVERE,NO,5,0,0,5,"[""baby care brand"",""spring beauty festival"",""summer beach sale"",""summer snack festival"",""New Zealand 2026 World Cup squad — Chris Wood, Marko Stamenić, Liberato Cacace, Sarpreet Singh, Costa Barbarouses, Oli Sail""]"
V204,new arrival banner,production_baseline_2026-07-21,true,200,112,80,32,0,false,false,true,FAIL,0,HIGH_IRRELEVANT_RATE,SEVERE,NO,5,0,0,5,"[""baby care brand"",""spring beauty festival"",""summer beach sale"",""summer snack festival"",""New Zealand 2026 World Cup squad — Chris Wood, Marko Stamenić, Liberato Cacace, Sarpreet Singh, Costa Barbarouses, Oli Sail""]"
V205,限时促销海报,production_baseline_2026-07-21,true,200,277,80,197,0,false,false,true,PARTIAL,30,,MINOR,PARTIALLY,5,0,3,2,"[""tech gadget sale"",""Chinese"",""Chinese"",""artists"",""china""]"
V206,flash sale poster,production_baseline_2026-07-21,true,200,277,80,197,0,false,false,true,PARTIAL,20,,MINOR,PARTIALLY,5,0,2,3,"[""summer beach sale"",""tech gadget sale"",""colosseum"",""eiffel tower"",""great wall""]"
V207,清仓促销横幅,production_baseline_2026-07-21,true,200,110,80,30,0,false,false,true,PARTIAL,30,,MINOR,PARTIALLY,5,0,4,1,"[""summer beach sale"",""ikaris"",""baby care brand"",""spring beauty festival"",""summer snack festival""]"
V208,clearance sale banner,production_baseline_2026-07-21,true,200,111,80,31,0,false,false,true,FAIL,0,HIGH_IRRELEVANT_RATE,SEVERE,NO,5,0,1,4,"[""summer beach sale"",""domino"",""Valkyrie"",""thena"",""ikaris""]"
V209,产品详情图,production_baseline_2026-07-21,true,200,7,6,1,0,false,false,false,FAIL,0,HIGH_IRRELEVANT_RATE,SEVERE,NO,5,0,0,5,"[""amoled gps smartwatch"",""anc wireless earbuds"",""ems neck massager"",""portable espresso coffee maker"",""portable mini cooling fan""]"
V210,product listing image,production_baseline_2026-07-21,true,200,126,80,46,0,false,false,true,PASS,93,,NONE,YES,5,4,1,0,"[""watch"",""Smart Cycling Computer"",""vtol uav drone"",""diamond jewelry"",""eyemask""]"
V211,网店横幅,production_baseline_2026-07-21,true,200,111,80,31,0,false,false,true,FAIL,0,HIGH_IRRELEVANT_RATE,SEVERE,NO,5,0,0,5,"[""baby care brand"",""spring beauty festival"",""summer beach sale"",""summer snack festival"",""tech gadget sale""]"
V212,online store banner,production_baseline_2026-07-21,true,200,110,80,30,0,false,false,true,PARTIAL,10,,MINOR,PARTIALLY,5,0,2,3,"[""baby care brand"",""spring beauty festival"",""summer beach sale"",""summer snack festival"",""ikaris""]"
V213,社交媒体广告,production_baseline_2026-07-21,true,200,125,80,45,0,false,false,false,FAIL,0,HIGH_IRRELEVANT_RATE,SEVERE,NO,5,0,0,5,"[""beijing"",""nanjing"",""wuhan"",""foster city"",""Basketball en Kobe Bryant Stephen Curry Kevin Durant Tim Duncan""]"
V214,social media ad,production_baseline_2026-07-21,true,200,86,80,6,0,false,false,false,FAIL,0,HIGH_IRRELEVANT_RATE,SEVERE,NO,5,0,0,5,"[""chinese social changes"",""Journey to the West 1"",""Journey to the West 2"",""Journey to the West 3"",""Journey to the West 4""]"
V215,种草帖,production_baseline_2026-07-21,true,200,134,80,54,0,false,false,true,FAIL,0,HIGH_IRRELEVANT_RATE,SEVERE,NO,5,0,0,5,"[""eyemask"",""musical instrument"",""pendant"",""ring"",""scarf""]"
V216,influencer post,production_baseline_2026-07-21,true,200,160,80,80,0,false,false,true,FAIL,0,HIGH_IRRELEVANT_RATE,SEVERE,NO,5,0,0,5,"[""chinese social changes"",""Journey to the West 1"",""Journey to the West 2"",""Journey to the West 3"",""Journey to the West 4""]"
